Date,Open,High,Low,Close,Adj Close,Volume
2024-04-08,85200.0,86000.0,84500.0,84500.0,84500.0,18953232
2024-04-09,84500.0,84900.0,83100.0,83600.0,83600.0,23725956
2024-04-11,83200.0,84700.0,82500.0,84100.0,84100.0,25538009
2024-04-12,84700.0,84900.0,83200.0,83700.0,83700.0,17061770
2024-04-15,82900.0,83200.0,81200.0,82200.0,82200.0,26663772
2024-04-16,81200.0,81300.0,79400.0,80000.0,80000.0,31949845
2024-04-17,80700.0,80800.0,78900.0,78900.0,78900.0,22611631
2024-04-18,78800.0,80100.0,78300.0,79600.0,79600.0,21370190
2024-04-19,78300.0,78700.0,76300.0,77600.0,77600.0,31317563
2024-04-22,77400.0,77500.0,75100.0,76100.0,76100.0,30469477
2024-04-23,76400.0,76800.0,75500.0,75500.0,75500.0,18717699
2024-04-24,77500.0,78800.0,77200.0,78600.0,78600.0,22166150
2024-04-25,77300.0,77500.0,76300.0,76300.0,76300.0,15549134
2024-04-26,77800.0,77900.0,76500.0,76700.0,76700.0,12755629
2024-04-29,77400.0,77600.0,76200.0,76700.0,76700.0,14664474
2024-04-30,77000.0,78500.0,76600.0,77500.0,77500.0,19007007
2024-05-02,77600.0,78600.0,77300.0,78000.0,78000.0,18900640
2024-05-03,79000.0,79000.0,77500.0,77600.0,77600.0,13151889
2024-05-07,79600.0,81300.0,79400.0,81300.0,81300.0,26238868
2024-05-08,80800.0,81400.0,80500.0,81300.0,81300.0,13089576
2024-05-09,81100.0,81500.0,79700.0,79700.0,79700.0,18759935
2024-05-10,80400.0,81100.0,78900.0,79200.0,79200.0,16976124
2024-05-13,79400.0,79900.0,77600.0,78400.0,78400.0,18652344
2024-05-14,78600.0,78800.0,77900.0,78300.0,78300.0,11763992
2024-05-16,80200.0,80300.0,78100.0,78200.0,78200.0,20989778
2024-05-17,78600.0,78800.0,77200.0,77400.0,77400.0,15918201
2024-05-20,78100.0,79100.0,77900.0,78900.0,78900.0,19456783
2024-05-21,78500.0,79000.0,78200.0,78400.0,78400.0,13690583
2024-05-22,78100.0,78700.0,77300.0,77700.0,77700.0,19521506
2024-05-23,77700.0,79100.0,77100.0,78300.0,78300.0,18728087
2024-05-24,76800.0,77000.0,75700.0,75900.0,75900.0,27891278
2024-05-27,75300.0,78200.0,74000.0,77200.0,77200.0,43825202
2024-05-28,76500.0,78000.0,76200.0,77600.0,77600.0,18539072
2024-05-29,77700.0,78200.0,75200.0,75200.0,75200.0,30244875
2024-05-30,74800.0,75200.0,73500.0,73500.0,73500.0,28551273
2024-05-31,74500.0,74700.0,73500.0,73500.0,73500.0,26198776
2024-06-03,74400.0,76400.0,74200.0,75700.0,75700.0,15706268
2024-06-04,74900.0,76100.0,74900.0,75300.0,75300.0,14098053
2024-06-05,78000.0,78000.0,76800.0,77400.0,77400.0,23177968
2024-06-07,78400.0,78600.0,77100.0,77300.0,77300.0,21189349
2024-06-10,76100.0,76600.0,75600.0,75700.0,75700.0,14598755
2024-06-11,75900.0,76000.0,75100.0,75200.0,75200.0,16971175
2024-06-12,75300.0,77100.0,75200.0,76500.0,76500.0,19246725
2024-06-13,78400.0,79000.0,77800.0,78600.0,78600.0,33763804
2024-06-14,79700.0,80500.0,79000.0,79600.0,79600.0,22926612
2024-06-17,79200.0,79500.0,78000.0,78100.0,78100.0,16123051
2024-06-18,78700.0,80200.0,78600.0,79800.0,79800.0,18207598
2024-06-19,81100.0,82500.0,80500.0,81200.0,81200.0,24168863
2024-06-20,81500.0,82200.0,81200.0,81600.0,81600.0,20288913
2024-06-21,80700.0,80800.0,80000.0,80000.0,80000.0,17907523
2024-06-24,79700.0,80900.0,79500.0,80600.0,80600.0,15454227
2024-06-25,80600.0,81800.0,80100.0,80800.0,80800.0,19088458
2024-06-26,80100.0,81400.0,79900.0,81300.0,81300.0,17783242
2024-06-27,81300.0,81600.0,80500.0,81600.0,81600.0,11739720
2024-06-28,81900.0,81900.0,80800.0,81500.0,81500.0,9455929
